ItemID,BillNo,Quantity,SellingDate,ItemName,SellingPriceDec
134,1418,1,"00","Plain Maggi",15
134,1432,1,"00","Plain Maggi",15
134,470,1,"20","Plain Maggi",15
134,1447,1,"00","Plain Maggi",15
134,1466,1,"00","Plain Maggi",15
134,340,1,"20","Plain Maggi",15
134,1482,1,"00","Plain Maggi",15
134,1487,1,"00","Plain Maggi",15
134,1491,1,"00","Plain Maggi",15
134,1501,1,"00","Plain Maggi",15
134,1519,1,"00","Plain Maggi",15
134,1524,1,"00","Plain Maggi",15
134,312,1,,"Plain Maggi",15
134,2040,1,"01","Plain Maggi",15
134,2125,1,"01","Plain Maggi",15
134,1999,1,"00","Plain Maggi",15
134,2001,2,"00","Plain Maggi",15
134,2006,1,"00","Plain Maggi",15
134,2011,2,"00","Plain Maggi",15
134,2119,1,"01","Plain Maggi",15
134,2012,1,"00","Plain Maggi",15
134,1857,1,"00","Plain Maggi",15
134,2017,1,"00","Plain Maggi",15
134,1615,2,"00","Plain Maggi",15
134,2024,1,"00","Plain Maggi",15
134,2121,1,"01","Plain Maggi",15
134,2025,1,"00","Plain Maggi",15
134,2028,1,"00","Plain Maggi",15
134,2033,1,"00","Plain Maggi",15
134,432,1,"20","Plain Maggi",15
134,857,1,"22","Plain Maggi",15
134,2043,1,"01","Plain Maggi",15
134,2062,1,"01","Plain Maggi",15
134,895,2,"22","Plain Maggi",15
134,332,2,,"Plain Maggi",15
134,1485,1,,"Plain Maggi",15
134,1484,1,,"Plain Maggi",15
134,1481,1,,"Plain Maggi",15
134,1480,1,,"Plain Maggi",15
134,413,1,"20","Plain Maggi",15
134,1537,1,"00","Plain Maggi",15
134,1548,1,"00","Plain Maggi",15
134,1549,2,"00","Plain Maggi",15
134,1305,1,,"Plain Maggi",15
134,342,1,,"Plain Maggi",15
134,1304,1,,"Plain Maggi",15
134,346,1,,"Plain Maggi",15
134,484,1,"20","Plain Maggi",15
134,395,1,"20","Plain Maggi",15
134,1212,1,,"Plain Maggi",15
134,2042,1,"01","Plain Maggi",15
134,391,1,"20","Plain Maggi",15
134,1209,1,,"Plain Maggi",15
134,1207,1,,"Plain Maggi",15
134,908,1,"22","Plain Maggi",15
134,1205,1,,"Plain Maggi",15
134,1753,1,"00","Plain Maggi",15
134,846,1,"22","Plain Maggi",15
134,1198,1,,"Plain Maggi",15
134,896,1,"22","Plain Maggi",15
134,875,1,,"Plain Maggi",15
134,1842,1,"01","Plain Maggi",15
134,1229,1,"23","Plain Maggi",15
134,980,1,"22","Plain Maggi",15
134,1828,1,"01","Plain Maggi",15
134,2123,1,"01","Plain Maggi",15
134,1823,1,"01","Plain Maggi",15
134,760,1,,"Plain Maggi",15
134,1822,1,"01","Plain Maggi",15
134,2266,1,"01","Plain Maggi",15
134,998,1,"22","Plain Maggi",15
134,842,1,"22","Plain Maggi",15
134,840,1,"22","Plain Maggi",15
134,501,1,"21","Plain Maggi",15
134,999,1,"22","Plain Maggi",15
134,1475,1,,"Plain Maggi",15
134,474,2,"20","Plain Maggi",15
134,1016,1,"22","Plain Maggi",15
134,1471,1,,"Plain Maggi",15
134,1017,1,"22","Plain Maggi",15
134,1465,1,,"Plain Maggi",15
134,1461,1,,"Plain Maggi",15
134,1460,1,,"Plain Maggi",15
134,2128,1,"01","Plain Maggi",15
134,1452,1,,"Plain Maggi",15
134,895,1,"22","Plain Maggi",15
134,1878,1,"00","Plain Maggi",15
134,2130,1,"01","Plain Maggi",15
134,465,1,"20","Plain Maggi",15
134,1447,1,,"Plain Maggi",15
134,488,1,"20","Plain Maggi",15
134,1441,1,,"Plain Maggi",15
134,396,1,,"Plain Maggi",15
134,1439,1,,"Plain Maggi",15
134,830,1,"22","Plain Maggi",15
134,1438,1,,"Plain Maggi",15
134,1975,1,"01","Plain Maggi",15
134,1437,1,,"Plain Maggi",15
134,1434,1,,"Plain Maggi",15
134,1935,1,"00","Plain Maggi",15
134,1433,1,,"Plain Maggi",15
134,871,1,"22","Plain Maggi",15
134,1430,1,,"Plain Maggi",15
134,1429,1,,"Plain Maggi",15
134,894,1,"22","Plain Maggi",15
134,1422,1,,"Plain Maggi",15
134,1421,2,,"Plain Maggi",15
134,464,1,"20","Plain Maggi",15
134,1453,1,"23","Plain Maggi",15
134,455,1,"20","Plain Maggi",15
134,1414,1,,"Plain Maggi",15
134,1414,1,,"Plain Maggi",15
134,1413,1,,"Plain Maggi",15
134,1032,1,"22","Plain Maggi",15
134,1412,1,,"Plain Maggi",15
134,1740,1,"00","Plain Maggi",15
134,440,1,"20","Plain Maggi",15
134,397,1,,"Plain Maggi",15
134,476,1,"20","Plain Maggi",15
134,438,1,"20","Plain Maggi",15
134,2180,1,"01","Plain Maggi",15
134,474,1,"20","Plain Maggi",15
134,1047,1,"22","Plain Maggi",15
134,1051,1,"22","Plain Maggi",15
134,1962,1,"01","Plain Maggi",15
134,1052,1,"22","Plain Maggi",15
134,884,1,"22","Plain Maggi",15
134,418,1,"20","Plain Maggi",15
134,1068,1,"22","Plain Maggi",15
134,1013,1,"22","Plain Maggi",15
134,399,1,"20","Plain Maggi",15
134,1069,1,"22","Plain Maggi",15
134,400,1,"20","Plain Maggi",15
134,1073,1,"22","Plain Maggi",15
134,302,1,"20","Plain Maggi",15
134,1086,1,"22","Plain Maggi",15
134,1326,1,"23","Plain Maggi",15
134,452,1,"20","Plain Maggi",15
134,1464,2,"23","Plain Maggi",15
134,499,3,"20","Plain Maggi",15
134,451,1,"20","Plain Maggi",15
134,492,1,"20","Plain Maggi",15
134,1469,1,"23","Plain Maggi",15
134,1313,1,"23","Plain Maggi",15
134,502,1,"20","Plain Maggi",15
134,286,1,"20","Plain Maggi",15
134,1560,1,"23","Plain Maggi",15
134,2119,1,"00","Plain Maggi",15
134,447,1,"20","Plain Maggi",15
134,1885,1,"00","Plain Maggi",15
134,1484,1,"23","Plain Maggi",15
134,1561,1,"23","Plain Maggi",15
134,1882,1,"00","Plain Maggi",15
134,1869,1,"00","Plain Maggi",15
134,1877,1,"00","Plain Maggi",15
134,1881,1,"00","Plain Maggi",15
134,880,1,"22","Plain Maggi",15
134,904,1,"22","Plain Maggi",15
134,1880,1,"00","Plain Maggi",15
134,1876,1,"00","Plain Maggi",15
134,1869,1,"00","Plain Maggi",15
134,1867,1,"00","Plain Maggi",15
134,1866,1,"00","Plain Maggi",15
134,1722,1,"00","Plain Maggi",15
134,426,1,"20","Plain Maggi",15
134,1832,1,"00","Plain Maggi",15
134,423,2,"20","Plain Maggi",15
134,413,1,"20","Plain Maggi",15
134,2286,1,"01","Plain Maggi",15
134,1822,1,"00","Plain Maggi",15
134,1809,1,"00","Plain Maggi",15
134,547,1,"21","Plain Maggi",15
134,1802,1,"00","Plain Maggi",15
134,1702,1,"00","Plain Maggi",15
134,403,1,"20","Plain Maggi",15
134,1587,1,"00","Plain Maggi",15
134,1701,1,"00","Plain Maggi",15
134,601,1,"21","Plain Maggi",15
134,1576,1,"23","Plain Maggi",15
134,1495,1,"23","Plain Maggi",15
134,402,1,,"Plain Maggi",15
134,1402,1,,"Plain Maggi",15
134,1697,1,"00","Plain Maggi",15
134,1796,1,"00","Plain Maggi",15
134,2037,1,"00","Plain Maggi",15
134,1401,1,,"Plain Maggi",15
134,1885,1,"00","Plain Maggi",15
134,543,2,"21","Plain Maggi",15
134,1498,1,"23","Plain Maggi",15
134,542,1,"21","Plain Maggi",15
134,1785,1,"00","Plain Maggi",15
134,814,1,"22","Plain Maggi",15
134,589,1,"21","Plain Maggi",15
134,1682,1,"00","Plain Maggi",15
134,1400,1,,"Plain Maggi",15
134,541,1,"21","Plain Maggi",15
134,1399,1,,"Plain Maggi",15
134,1397,1,,"Plain Maggi",15
134,2046,1,"01","Plain Maggi",15
134,471,1,"20","Plain Maggi",15
134,1396,1,,"Plain Maggi",15
134,1784,1,"00","Plain Maggi",15
134,420,1,"20","Plain Maggi",15
134,2033,1,"00","Plain Maggi",15
134,2185,2,"01","Plain Maggi",15
134,1923,2,"00","Plain Maggi",15
134,1393,1,,"Plain Maggi",15
134,1392,1,,"Plain Maggi",15
134,1586,1,"00","Plain Maggi",15
134,1783,1,"00","Plain Maggi",15
134,1390,1,,"Plain Maggi",15
134,538,1,"21","Plain Maggi",15
134,2030,1,"00","Plain Maggi",15
134,1891,1,"00","Plain Maggi",15
134,403,1,,"Plain Maggi",15
134,1775,1,"00","Plain Maggi",15
134,1773,1,"00","Plain Maggi",15
134,1674,1,"00","Plain Maggi",15
134,406,1,,"Plain Maggi",15
134,1241,1,"23","Plain Maggi",15
134,1383,1,,"Plain Maggi",15
134,1383,1,,"Plain Maggi",15
134,1383,1,"23","Plain Maggi",15
134,407,1,,"Plain Maggi",15
134,1381,1,"23","Plain Maggi",15
134,1650,1,"00","Plain Maggi",15
134,1243,1,"23","Plain Maggi",15
134,1380,1,"23","Plain Maggi",15
134,1508,1,"23","Plain Maggi",15
134,1509,2,"23","Plain Maggi",15
134,1248,1,"23","Plain Maggi",15
134,2026,1,"00","Plain Maggi",15
134,2023,1,"00","Plain Maggi",15
134,2095,1,"01","Plain Maggi",15
134,1639,1,"00","Plain Maggi",15
134,2065,1,"01","Plain Maggi",15
134,2064,1,"01","Plain Maggi",15
134,2006,1,"01","Plain Maggi",15
134,2058,1,"01","Plain Maggi",15
134,1621,1,"00","Plain Maggi",15
134,1254,1,"23","Plain Maggi",15
134,1618,1,"00","Plain Maggi",15
134,1239,1,,"Plain Maggi",15
134,1236,1,,"Plain Maggi",15
134,2004,1,"01","Plain Maggi",15
134,1225,1,,"Plain Maggi",15
134,1223,1,,"Plain Maggi",15
134,1374,1,,"Plain Maggi",15
134,1182,1,,"Plain Maggi",15
134,1180,1,,"Plain Maggi",15
134,1179,1,,"Plain Maggi",15
134,1360,1,"23","Plain Maggi",15
134,1372,1,,"Plain Maggi",15
134,1371,1,,"Plain Maggi",15
134,2186,1,"01","Plain Maggi",15
134,2002,2,"01","Plain Maggi",15
134,1178,1,,"Plain Maggi",15
134,1365,1,,"Plain Maggi",15
134,1354,1,"23","Plain Maggi",15
134,1172,1,,"Plain Maggi",15
134,2000,1,"01","Plain Maggi",15
134,1154,1,"23","Plain Maggi",15
134,1998,1,"01","Plain Maggi",15
134,964,1,"23","Plain Maggi",15
134,1348,1,"23","Plain Maggi",15
134,968,1,"23","Plain Maggi",15
134,1171,1,,"Plain Maggi",15
134,2027,1,"01","Plain Maggi",15
134,1264,1,"23","Plain Maggi",15
134,1274,1,"23","Plain Maggi",15
134,1190,1,"23","Plain Maggi",15
134,1523,1,"23","Plain Maggi",15
134,970,1,"23","Plain Maggi",15
134,2026,1,"01","Plain Maggi",15
134,1353,1,,"Plain Maggi",15
134,1391,1,"23","Plain Maggi",15
134,1349,1,,"Plain Maggi",15
134,1396,1,"23","Plain Maggi",15
134,246,1,,"Plain Maggi",15
134,1405,1,"23","Plain Maggi",15
134,2012,1,"00","Plain Maggi",15
134,207,1,,"Plain Maggi",15
134,2187,1,"01","Plain Maggi",15
134,202,2,,"Plain Maggi",15
134,1406,3,,"Plain Maggi",15
134,985,1,"23","Plain Maggi",15
134,1343,1,,"Plain Maggi",15
134,2004,15,"00","Plain Maggi",15
134,1340,1,,"Plain Maggi",15
134,1530,1,"23","Plain Maggi",15
134,2190,1,"01","Plain Maggi",15
134,2191,1,"01","Plain Maggi",15
134,1990,1,"01","Plain Maggi",15
134,2192,1,"01","Plain Maggi",15
134,1989,1,"01","Plain Maggi",15
134,1405,2,,"Plain Maggi",15
134,1988,1,"01","Plain Maggi",15
134,1537,1,"23","Plain Maggi",15
134,199,1,,"Plain Maggi",15
134,198,1,,"Plain Maggi",15
134,1296,1,"23","Plain Maggi",15
134,1285,1,"23","Plain Maggi",15
134,2193,1,"01","Plain Maggi",15
134,194,1,,"Plain Maggi",15
134,1986,1,"01","Plain Maggi",15
134,1294,1,"23","Plain Maggi",15
134,1292,1,"23","Plain Maggi",15
134,193,1,,"Plain Maggi",15
134,1569,1,"23","Plain Maggi",15
134,1334,1,,"Plain Maggi",15
134,1299,1,"23","Plain Maggi",15
134,1301,1,"23","Plain Maggi",15
134,279,1,"20","Plain Maggi",15
134,1333,1,,"Plain Maggi",15
134,1985,2,"01","Plain Maggi",15
134,1927,1,"00","Plain Maggi",15
134,1488,2,"23","Plain Maggi",15
134,1332,2,,"Plain Maggi",15
134,1984,1,"01","Plain Maggi",15
134,1329,1,,"Plain Maggi",15
134,1489,1,"23","Plain Maggi",15
134,1328,1,,"Plain Maggi",15
134,1622,1,"23","Plain Maggi",15
134,1566,1,"23","Plain Maggi",15
134,1490,1,"23","Plain Maggi",15
134,1998,1,"00","Plain Maggi",15
134,1992,1,"00","Plain Maggi",15
134,277,1,"20","Plain Maggi",15
134,402,1,"20","Plain Maggi",15
134,651,1,"21","Plain Maggi",15
134,1546,1,"23","Plain Maggi",15
134,1535,1,"23","Plain Maggi",15
134,1321,1,,"Plain Maggi",15
134,1273,1,"23","Plain Maggi",15
134,1983,1,"01","Plain Maggi",15
134,660,1,"21","Plain Maggi",15
134,998,1,"23","Plain Maggi",15
134,1169,1,"23","Plain Maggi",15
134,1540,1,"23","Plain Maggi",15
134,1980,1,"01","Plain Maggi",15
134,1967,1,"00","Plain Maggi",15
134,1316,1,"23","Plain Maggi",15
134,1317,1,"23","Plain Maggi",15
134,1320,1,"23","Plain Maggi",15
134,1275,1,"23","Plain Maggi",15
134,1323,1,"23","Plain Maggi",15
134,1957,1,"00","Plain Maggi",15
134,1289,1,"23","Plain Maggi",15
134,1933,1,"00","Plain Maggi",15
134,1329,1,"23","Plain Maggi",15
134,1952,1,"00","Plain Maggi",15
134,1332,1,"23","Plain Maggi",15
134,1483,1,"23","Plain Maggi",15
134,1334,1,"23","Plain Maggi",15
134,1554,1,"23","Plain Maggi",15
134,343,1,"20","Plain Maggi",15
134,417,1,"20","Plain Maggi",15
134,1002,1,"23","Plain Maggi",15
134,1558,1,"23","Plain Maggi",15
134,1335,1,"23","Plain Maggi",15
134,2274,1,"01","Plain Maggi",15
134,1337,1,"23","Plain Maggi",15
134,341,1,"20","Plain Maggi",15
134,339,1,"20","Plain Maggi",15
134,338,1,"20","Plain Maggi",15
134,573,1,"21","Plain Maggi",15
134,2029,1,"01","Plain Maggi",15
134,2026,1,"01","Plain Maggi",15
134,2025,1,"01","Plain Maggi",15
134,904,1,"22","Plain Maggi",15
134,315,1,"20","Plain Maggi",15
134,589,1,"21","Plain Maggi",15
134,588,1,"21","Plain Maggi",15
134,1164,1,"23","Plain Maggi",15
134,1978,1,"01","Plain Maggi",15
134,1494,1,"00","Plain Maggi",15
134,446,1,"20","Plain Maggi",15
134,2021,1,"01","Plain Maggi",15
134,584,1,"21","Plain Maggi",15
134,2020,1,"01","Plain Maggi",15
134,675,1,"21","Plain Maggi",15
134,461,1,"20","Plain Maggi",15
134,1338,1,"23","Plain Maggi",15
134,458,1,"20","Plain Maggi",15
134,458,1,"20","Plain Maggi",15
134,1899,1,"00","Plain Maggi",15
134,1264,1,,"Plain Maggi",15
134,1339,1,"23","Plain Maggi",15
134,1262,1,,"Plain Maggi",15
134,467,1,"20","Plain Maggi",15
134,416,1,,"Plain Maggi",15
134,2011,1,"01","Plain Maggi",15
134,1206,1,"23","Plain Maggi",15
134,1500,1,"00","Plain Maggi",15
134,1576,1,"23","Plain Maggi",15
134,1902,1,"00","Plain Maggi",15
134,679,1,"21","Plain Maggi",15
134,417,1,,"Plain Maggi",15
134,1353,1,"23","Plain Maggi",15
134,869,1,"22","Plain Maggi",15
134,1247,1,,"Plain Maggi",15
134,1245,1,,"Plain Maggi",15
134,1574,1,"23","Plain Maggi",15
134,390,1,"20","Plain Maggi",15
134,2008,1,"01","Plain Maggi",15
134,1501,1,"00","Plain Maggi",15
134,1541,1,"23","Plain Maggi",15
134,2007,1,"01","Plain Maggi",15
134,483,1,"20","Plain Maggi",15
134,1351,1,"23","Plain Maggi",15
134,1907,1,"00","Plain Maggi",15
134,594,1,"21","Plain Maggi",15
134,1119,1,"23","Plain Maggi",15
134,2275,1,"01","Plain Maggi",15
134,586,1,"21","Plain Maggi",15
134,583,1,"21","Plain Maggi",15
134,1909,2,"00","Plain Maggi",15
134,1569,1,"23","Plain Maggi",15
134,2276,1,"01","Plain Maggi",15
134,1565,2,"23","Plain Maggi",15
134,2006,1,"01","Plain Maggi",15
134,1537,1,"23","Plain Maggi",15
134,2071,1,"01","Plain Maggi",15
134,1244,1,"23","Plain Maggi",15
134,2068,2,"01","Plain Maggi",15
134,884,1,"22","Plain Maggi",15
134,1358,1,"23","Plain Maggi",15
134,2061,1,"01","Plain Maggi",15
134,565,1,"21","Plain Maggi",15
134,2058,1,"01","Plain Maggi",15
134,374,1,"20","Plain Maggi",15
134,1985,1,"01","Plain Maggi",15
134,512,1,"20","Plain Maggi",15
134,1372,1,"00","Plain Maggi",15
134,1671,1,"00","Plain Maggi",15
134,1910,1,"00","Plain Maggi",15
134,1374,1,"00","Plain Maggi",15
134,1666,1,"00","Plain Maggi",15
134,1252,1,"23","Plain Maggi",15
134,1664,1,"00","Plain Maggi",15
134,1377,1,"00","Plain Maggi",15
134,1654,1,"00","Plain Maggi",15
134,2046,1,"01","Plain Maggi",15
134,532,1,"20","Plain Maggi",15
134,2044,1,"01","Plain Maggi",15
134,2042,1,"01","Plain Maggi",15
134,361,1,"20","Plain Maggi",15
134,2039,1,"01","Plain Maggi",15
134,362,1,"20","Plain Maggi",15
134,2037,1,"01","Plain Maggi",15
134,2036,1,"01","Plain Maggi",15
134,2027,1,"01","Plain Maggi",15
134,2026,1,"01","Plain Maggi",15
134,425,1,,"Plain Maggi",15
134,517,1,"20","Plain Maggi",15
134,518,1,"20","Plain Maggi",15
134,427,1,,"Plain Maggi",15
134,2019,1,"01","Plain Maggi",15
134,1383,1,"00","Plain Maggi",15
134,1258,1,"23","Plain Maggi",15
134,1259,2,"23","Plain Maggi",15
134,683,1,"22","Plain Maggi",15
134,346,2,"20","Plain Maggi",15
134,2014,1,"01","Plain Maggi",15
134,186,1,,"Plain Maggi",15
134,1914,1,"00","Plain Maggi",15
134,543,1,"20","Plain Maggi",15
134,545,1,"20","Plain Maggi",15
134,1966,1,"01","Plain Maggi",15
134,1732,1,"00","Plain Maggi",15
134,1933,1,"00","Plain Maggi",15
134,1730,1,"00","Plain Maggi",15
134,1728,1,"00","Plain Maggi",15
134,1965,1,"01","Plain Maggi",15
134,179,1,,"Plain Maggi",15
134,1711,1,"00","Plain Maggi",15
134,1120,1,"22","Plain Maggi",15
134,1132,1,"22","Plain Maggi",15
134,1182,1,"23","Plain Maggi",15
134,1928,2,"01","Plain Maggi",15
134,1201,1,"23","Plain Maggi",15
134,1704,1,"00","Plain Maggi",15
134,1208,1,"23","Plain Maggi",15
134,1925,1,"01","Plain Maggi",15
134,1851,1,"00","Plain Maggi",15
134,1819,1,"01","Plain Maggi",15
134,1818,1,"01","Plain Maggi",15
134,1702,1,"00","Plain Maggi",15
134,1701,1,"00","Plain Maggi",15
134,1700,1,"00","Plain Maggi",15
134,1816,1,"01","Plain Maggi",15
134,1813,3,"01","Plain Maggi",15
134,1923,2,"01","Plain Maggi",15
134,1696,1,"00","Plain Maggi",15
134,579,1,"21","Plain Maggi",15
134,579,1,"21","Plain Maggi",15
134,582,1,"21","Plain Maggi",15
134,406,1,"20","Plain Maggi",15
134,1921,1,"01","Plain Maggi",15
134,918,1,"22","Plain Maggi",15
134,1228,1,"23","Plain Maggi",15
134,1916,1,"01","Plain Maggi",15
134,1778,1,"01","Plain Maggi",15
134,1766,1,"01","Plain Maggi",15
134,1682,1,"00","Plain Maggi",15
134,314,1,"20","Plain Maggi",15
134,1764,1,"01","Plain Maggi",15
134,307,1,"20","Plain Maggi",15
134,1744,1,"00","Plain Maggi",15
134,900,1,"23","Plain Maggi",15
134,306,1,"20","Plain Maggi",15
134,305,1,"20","Plain Maggi",15
134,1387,1,"23","Plain Maggi",15
134,902,1,"23","Plain Maggi",15
134,1393,1,"23","Plain Maggi",15
134,1898,1,"00","Plain Maggi",15
134,1827,1,"01","Plain Maggi",15
134,1397,1,"23","Plain Maggi",15
134,1722,1,"00","Plain Maggi",15
134,1946,1,"00","Plain Maggi",15
134,1733,1,"00","Plain Maggi",15
134,1760,1,"00","Plain Maggi",15
134,1865,1,"00","Plain Maggi",15
134,2214,1,"01","Plain Maggi",15
134,1437,1,"23","Plain Maggi",15
134,1438,1,"23","Plain Maggi",15
134,1439,1,"23","Plain Maggi",15
134,1445,1,"23","Plain Maggi",15
134,1732,1,"00","Plain Maggi",15
134,1854,1,"00","Plain Maggi",15
134,1525,2,"00","Plain Maggi",15
134,1853,1,"00","Plain Maggi",15
134,1756,1,"00","Plain Maggi",15
134,1473,1,"23","Plain Maggi",15
134,1755,1,"00","Plain Maggi",15
134,1493,1,"23","Plain Maggi",15
134,1495,1,"23","Plain Maggi",15
134,1753,1,"00","Plain Maggi",15
134,1497,1,"23","Plain Maggi",15
134,1510,1,"23","Plain Maggi",15
134,433,1,,"Plain Maggi",15
134,1839,1,"00","Plain Maggi",15
134,271,1,"20","Plain Maggi",15
134,1835,1,"00","Plain Maggi",15
134,1830,1,"00","Plain Maggi",15
134,1270,1,"23","Plain Maggi",15
134,1752,1,"00","Plain Maggi",15
134,1818,1,"00","Plain Maggi",15
134,1028,1,"23","Plain Maggi",15
134,1287,1,"23","Plain Maggi",15
134,1290,1,"23","Plain Maggi",15
134,1275,1,"23","Plain Maggi",15
134,1742,1,"00","Plain Maggi",15
134,1155,1,"23","Plain Maggi",15
134,378,2,"20","Plain Maggi",15
134,1838,1,"00","Plain Maggi",15
134,1271,1,"23","Plain Maggi",15
134,1727,1,"00","Plain Maggi",15
134,1715,1,"00","Plain Maggi",15
134,1773,2,"00","Plain Maggi",15
134,1706,1,"00","Plain Maggi",15
134,385,1,"20","Plain Maggi",15
134,1291,1,"23","Plain Maggi",15
134,1282,1,"23","Plain Maggi",15
134,1703,1,"00","Plain Maggi",15
134,2298,1,"01","Plain Maggi",15
134,400,1,"20","Plain Maggi",15
134,1764,1,"00","Plain Maggi",15
134,1742,1,"00","Plain Maggi",15
134,1762,1,"00","Plain Maggi",15
134,1761,1,"00","Plain Maggi",15
134,1754,1,"00","Plain Maggi",15
134,1135,1,"23","Plain Maggi",15
134,602,1,,"Plain Maggi",15
134,394,2,"20","Plain Maggi",15
134,593,1,,"Plain Maggi",15
134,960,1,"23","Plain Maggi",15
134,1714,1,"00","Plain Maggi",15
134,961,1,"23","Plain Maggi",15
134,1566,1,"00","Plain Maggi",15
134,569,1,,"Plain Maggi",15
134,1529,1,"23","Plain Maggi",15
134,927,1,"22","Plain Maggi",15
134,707,1,"21","Plain Maggi",15
134,1166,1,"23","Plain Maggi",15
134,1314,2,"23","Plain Maggi",15
134,1089,1,"22","Plain Maggi",15
134,1270,1,"23","Plain Maggi",15
134,1669,1,"00","Plain Maggi",15
134,1668,1,"00","Plain Maggi",15
134,1172,1,"23","Plain Maggi",15
134,1173,1,"23","Plain Maggi",15
134,2358,1,"01","Plain Maggi",15
134,1712,2,"00","Plain Maggi",15
134,1311,1,"23","Plain Maggi",15
134,328,1,"20","Plain Maggi",15
134,985,1,"23","Plain Maggi",15
134,1179,1,"23","Plain Maggi",15
134,1708,1,"00","Plain Maggi",15
134,1706,1,"00","Plain Maggi",15
134,1702,1,"00","Plain Maggi",15
134,374,1,"20","Plain Maggi",15
134,1658,1,"00","Plain Maggi",15
134,1590,1,"00","Plain Maggi",15
134,1693,1,"00","Plain Maggi",15
134,363,1,"20","Plain Maggi",15
134,1692,1,"00","Plain Maggi",15
134,1690,2,"00","Plain Maggi",15
134,1718,1,"00","Plain Maggi",15
134,1309,1,"23","Plain Maggi",15
134,1684,1,"00","Plain Maggi",15
134,1762,1,"01","Plain Maggi",15
134,1733,1,"00","Plain Maggi",15
134,1669,1,"00","Plain Maggi",15
134,1307,1,"23","Plain Maggi",15
134,350,1,"20","Plain Maggi",15
134,1659,1,"00","Plain Maggi",15
134,344,1,"20","Plain Maggi",15
134,343,1,"20","Plain Maggi",15
134,1655,1,"00","Plain Maggi",15
134,995,1,"23","Plain Maggi",15
134,2018,1,"00","Plain Maggi",15
134,2014,1,"00","Plain Maggi",15
134,1388,1,"00","Plain Maggi",15
134,309,3,"20","Plain Maggi",15
134,1317,1,"23","Plain Maggi",15
134,1386,1,"00","Plain Maggi",15
134,1384,1,"00","Plain Maggi",15
134,308,1,"20","Plain Maggi",15
134,1675,2,"00","Plain Maggi",15
134,1382,1,"00","Plain Maggi",15
134,1321,1,"23","Plain Maggi",15
134,1379,1,"00","Plain Maggi",15
134,1682,1,"00","Plain Maggi",15
134,2004,1,"00","Plain Maggi",15
134,614,1,"21","Plain Maggi",15
134,2003,1,"00","Plain Maggi",15
134,1331,1,"23","Plain Maggi",15
134,443,1,,"Plain Maggi",15
134,1366,1,"00","Plain Maggi",15
134,703,1,"21","Plain Maggi",15
134,705,1,"21","Plain Maggi",15
134,1360,1,"00","Plain Maggi",15
134,1359,1,"00","Plain Maggi",15
134,1358,1,"00","Plain Maggi",15
134,622,1,"21","Plain Maggi",15
134,1118,1,"22","Plain Maggi",15
134,2006,1,"01","Plain Maggi",15
134,2005,2,"01","Plain Maggi",15
134,629,1,"21","Plain Maggi",15
134,2004,1,"01","Plain Maggi",15
134,2003,1,"01","Plain Maggi",15
134,1416,1,"23","Plain Maggi",15
134,1989,1,"00","Plain Maggi",15
134,636,1,"21","Plain Maggi",15
134,638,1,"21","Plain Maggi",15
134,639,1,"21","Plain Maggi",15
134,1417,1,"23","Plain Maggi",15
134,1639,1,"00","Plain Maggi",15
134,1966,1,"00","Plain Maggi",15
134,2010,1,"01","Plain Maggi",15
134,1117,1,"22","Plain Maggi",15
134,1939,1,"00","Plain Maggi",15
134,1937,1,"00","Plain Maggi",15
134,2011,1,"01","Plain Maggi",15
134,1926,1,"00","Plain Maggi",15
134,1432,1,"23","Plain Maggi",15
134,2012,1,"01","Plain Maggi",15
134,479,1,"20","Plain Maggi",15
134,646,1,"21","Plain Maggi",15
134,1763,1,"00","Plain Maggi",15
134,1623,1,"23","Plain Maggi",15
134,2013,2,"01","Plain Maggi",15
134,1049,1,"23","Plain Maggi",15
134,492,1,"20","Plain Maggi",15
134,1917,2,"00","Plain Maggi",15
134,1914,1,"00","Plain Maggi",15
134,1913,1,"00","Plain Maggi",15
134,1762,1,"00","Plain Maggi",15
134,1962,1,"00","Plain Maggi",15
134,549,1,"21","Plain Maggi",15
134,1757,1,"00","Plain Maggi",15
134,495,1,,"Plain Maggi",15
134,1620,1,"23","Plain Maggi",15
134,1086,1,"22","Plain Maggi",15
134,2015,1,"01","Plain Maggi",15
134,1619,1,"23","Plain Maggi",15
134,545,1,"21","Plain Maggi",15
134,500,1,,"Plain Maggi",15
134,1669,1,"23","Plain Maggi",15
134,1614,1,"23","Plain Maggi",15
134,1610,1,"23","Plain Maggi",15
134,647,1,"21","Plain Maggi",15
134,823,1,"22","Plain Maggi",15
134,506,1,,"Plain Maggi",15
134,2017,1,"01","Plain Maggi",15
134,2363,1,"01","Plain Maggi",15
134,1608,1,"23","Plain Maggi",15
134,968,1,"22","Plain Maggi",15
134,819,1,"22","Plain Maggi",15
134,2018,1,"01","Plain Maggi",15
134,2022,1,"01","Plain Maggi",15
134,2023,1,"01","Plain Maggi",15
134,1080,1,"22","Plain Maggi",15
134,1716,1,"00","Plain Maggi",15
134,512,1,,"Plain Maggi",15
134,599,1,"22","Plain Maggi",15
134,1032,1,"22","Plain Maggi",15
134,658,1,"21","Plain Maggi",15
134,2024,1,"01","Plain Maggi",15
134,859,2,"22","Plain Maggi",15
134,896,1,"22","Plain Maggi",15
134,656,1,"21","Plain Maggi",15
